Province_State,Date,People_Tested,People_Hospitalized,Mortality_Rate,Hospitalization_Rate,Deaths
Colorado,442,38742.0,1493.0,4.11320755,18.7798742,327
Connecticut,442,45841.0,1779.0,4.79662592,12.71713489,671
Delaware,442,12304.0,204.0,2.232606438,10.59190031,43
Florida,442,203180.0,3060.0,2.640096172,14.14832624,571
Georgia,442,61795.0,2769.0,3.6013170530000003,18.99437509,525
Hawaii,442,19420.0,44.0,1.761252446,8.610567515,9
Idaho,442,15114.0,135.0,2.254098361,9.221311475,33
Illinois,442,110616.0,4283.0,3.733654508,18.42309016,868
Indiana,442,46017.0,6250.044184664157,4.538524686000001,12.197143557011517,387
Iowa,442,18885.0,163.0,2.580305424,8.583464982,49
Kansas,442,14147.0,327.0,4.78834143,22.6925746,69
Kentucky,442,26683.0,673.0,5.17578125,32.86132813,106
Louisiana,442,118422.0,1977.0,4.7076865880000005,9.187656845,1013
Maine,442,12342.0,124.0,2.721088435,16.870748300000002,20
Maryland,442,53733.0,2122.0,3.18834459,22.4028716,302
Massachusetts,442,126551.0,2340.0,2.996733419,8.308478909,844
Michigan,442,86226.0,3910.0,6.547905632999999,14.48094515,1768
Minnesota,442,39241.0,405.0,4.660766962,23.89380531,79
Mississippi,442,37878.0,596.0,3.595724004,19.30677033,111
Missouri,442,47978.0,1041.0,3.1394858830000003,21.93426043,149
Montana,442,9234.0,50.0,1.754385965,12.53132832,7
Nebraska,442,11357.0,6250.044184664157,2.229654404,12.197143557011517,20
Nevada,442,26661.0,6250.044184664157,4.020421187,12.197143557011517,126
New Hampshire,442,11610.0,152.0,2.7114967460000003,16.48590022,25
New Jersey,442,139774.0,8185.0,4.075613158,11.89265373,2805
New Mexico,442,31970.0,181.0,2.304832714,13.45724907,31
New York,442,499143.0,46201.0,5.340360556,22.75687124,10842
North Carolina,442,65039.0,418.0,2.190494817,8.175239585,112
North Dakota,442,10916.0,42.0,2.346041056,12.31671554,8
Ohio,442,67874.0,2156.0,4.447494852,29.59505834,324
Oklahoma,442,28269.0,488.0,4.945054945,22.34432234,108
Oregon,442,32363.0,381.0,3.368034293,23.3312921,55
Pennsylvania,442,133631.0,2317.0,2.713528372,9.098763007999999,691
Rhode Island,442,22900.0,331.0,2.460781298,10.18148262,80
South Carolina,442,33872.0,675.0,2.73008725,18.99802983,97
South Dakota,442,9296.0,45.0,0.607287449,4.55465587,6
Tennessee,442,78831.0,633.0,2.1280247130000003,10.86322293,124
Texas,442,146467.0,1409.0,2.279088365,9.389577502,342
Utah,442,46476.0,213.0,0.744724866,8.812577576,18
Vermont,442,10585.0,64.0,3.856382979,8.510638298,29
Virginia,442,42763.0,1282.0,2.491103203,20.73762536,154
Washington,442,93929.0,387.0,4.907861839,3.583665154,530
West Virginia,442,17038.0,164.0,1.40625,25.625,9
Wisconsin,442,41552.0,1049.0,4.781997187,29.50773558,170
Wyoming,442,5964.0,43.0,0.354609929,15.24822695,1
Alabama,445,34077.0,525.0,2.895705521472393,12.883435582822086,118
Alaska,445,8664.0,34.0,3.0716723549488054,11.604095563139932,9
Arizona,445,45310.0,590.0,3.5822401614530777,14.883955600403633,142
Arkansas,445,21834.0,130.0,2.103250478011472,8.2855321861058,33
California,445,216486.0,5163.0,3.2264108521322044,19.347223263134232,860
Colorado,445,39580.0,1556.0,4.122674710910005,19.55756661639015,328
Connecticut,445,50143.0,1908.0,5.882751609623856,12.931209759403592,868
Delaware,445,13102.0,208.0,2.284011916583913,10.327706057596822,46
Florida,445,213509.0,3344.0,2.647594509350984,14.854959797432365,596
Georgia,445,64090.0,2922.0,3.683192099819844,19.496897311002872,552
Hawaii,445,19803.0,45.0,1.717557251908397,8.587786259541986,9
Idaho,445,15398.0,141.0,2.6476578411405294,9.572301425661914,39
Illinois,445,116929.0,4283.0,3.8588216159069653,17.415524742812995,949
Indiana,445,48396.0,6250.044184664157,4.866071428571429,12.197143557011517,436
Iowa,445,19869.0,171.0,2.656641604010025,8.571428571428571,53
Kansas,445,14668.0,342.0,4.720744680851063,22.739361702127663,71
Kentucky,445,27697.0,687.0,5.203619909502263,31.08597285067873,115
Louisiana,445,121928.0,1943.0,5.024828026058039,8.851532959774044,1103
Maine,445,14846.0,126.0,3.116883116883117,16.363636363636363,24
Maryland,445,55763.0,2231.0,3.100079744816587,22.238835725677827,311
Massachusetts,445,132023.0,3454.0,3.7034561133765616,11.544889364262321,1108
Michigan,445,89697.0,3918.0,6.846288178481058,13.963434192237784,1921
Minnesota,445,40242.0,445.0,4.8092868988391375,24.59922609176341,87
Mississippi,445,38151.0,645.0,3.630952380952381,19.196428571428573,122
Missouri,445,49012.0,1024.0,3.1934877896055105,21.3734084742225,153
Montana,445,9583.0,51.0,1.7326732673267329,12.623762376237625,7
Nebraska,445,11729.0,6250.044184664157,2.2197558268590454,12.197143557011517,20
Nevada,445,27655.0,6250.044184664157,4.07972594207412,12.197143557011517,131
New Hampshire,445,12166.0,178.0,2.809482001755926,15.62774363476734,32
New Jersey,445,144021.0,8270.0,4.443193017035056,11.642967760101365,3156
New Mexico,445,32850.0,181.0,2.425876010781672,12.196765498652296,36
New York,445,526012.0,46201.0,5.417012506178482,21.5435478004607,11617
North Carolina,445,67827.0,431.0,2.4344569288389515,8.071161048689138,130
North Dakota,445,11317.0,44.0,2.4657534246575343,12.054794520547945,9
Ohio,445,71552.0,2237.0,4.6445984090325885,28.701565306646145,362
Oklahoma,445,29219.0,510.0,5.435262925320371,22.536456031816172,123
Oregon,445,33351.0,401.0,3.4876728803367407,24.113048707155734,58
Pennsylvania,445,137584.0,2395.0,2.9118229731245093,8.952267035472659,779
Rhode Island,445,25897.0,331.0,2.460781298062135,10.181482620732082,80
South Carolina,445,34733.0,675.0,2.899343544857768,18.462800875273523,106
South Dakota,445,9859.0,51.0,0.5136986301369864,4.366438356164384,6
Tennessee,445,80896.0,663.0,2.128024712545049,11.378067616269092,124
Texas,445,151810.0,1538.0,2.3574526937826112,9.668699314767084,375
Utah,445,47614.0,221.0,0.7849293563579278,8.673469387755103,20
Vermont,445,11081.0,63.0,3.820816864295125,8.300395256916996,29
Virginia,445,44169.0,1298.0,3.0,19.96923076923077,195
Washington,445,122854.0,645.0,5.044781575580332,5.894717601900933,552
West Virginia,445,17656.0,164.0,1.4245014245014245,23.361823361823358,10
Wisconsin,445,43047.0,1091.0,4.918032786885246,29.32007524858909,183
Wyoming,445,6329.0,43.0,0.3484320557491289,14.982578397212546,1
Alabama,448,36391.0,553.0,3.0609896432681243,12.727272727272727,133
Alaska,448,8735.0,35.0,3.0,11.666666666666664,9
Arizona,448,47398.0,578.0,3.5402407363700727,13.641727637479349,150
Arkansas,448,22675.0,85.0,2.2839506172839505,5.246913580246914,37
California,448,246400.0,5031.0,3.4577446977634865,18.17754814466885,956
Colorado,448,40533.0,1636.0,4.284335022930244,19.744146753560226,355
Connecticut,448,53122.0,1926.0,6.113069755729035,12.12540921682196,971
Delaware,448,13350.0,209.0,2.6570048309178738,10.096618357487925,55
Florida,448,219248.0,3460.0,2.861671593197104,14.822430707278409,668
Georgia,448,67939.0,3108.0,3.746250558427469,19.835343672219032,587
Hawaii,448,20700.0,45.0,1.6981132075471699,8.49056603773585,9
Idaho,448,15831.0,143.0,2.58349086326402,9.010712035286703,41
Illinois,448,122589.0,4423.0,4.165695189243801,17.187378565322142,1072
Indiana,448,51115.0,6250.044184664157,4.9989520016767965,12.197143557011517,477
Iowa,448,20675.0,175.0,2.8024287716020555,8.173750583839327,60
Kansas,448,16122.0,359.0,4.953560371517028,22.229102167182663,80
Kentucky,448,28324.0,807.0,5.297741273100616,33.14168377823409,129
Louisiana,448,126586.0,1914.0,5.130481093555832,8.494585478430677,1156
Maine,448,14872.0,130.0,3.391959798994975,16.331658291457288,27
Maryland,448,58843.0,2451.0,2.958086053412463,22.72811572700297,319
Massachusetts,448,140773.0,3454.0,3.4430253876510983,10.733041235511637,1108
Michigan,448,94286.0,3809.0,6.928390433545072,13.221562706098787,1996
Minnesota,448,41675.0,475.0,4.8092868988391375,26.25760088446655,87
Mississippi,448,38415.0,682.0,3.5596026490066226,18.818984547461373,129
Missouri,448,50648.0,1043.0,3.2663316582914574,20.158484731349045,169
Montana,448,9936.0,52.0,1.6867469879518069,12.530120481927712,7
Nebraska,448,12294.0,6250.044184664157,2.2058823529411766,12.197143557011517,21
Nevada,448,28451.0,6250.044184664157,4.262601120099564,12.197143557011517,137
New Hampshire,448,12166.0,178.0,2.809482001755926,15.62774363476734,32
New Jersey,448,151830.0,8224.0,4.670924226934158,10.919181592469164,3518
New Mexico,448,33394.0,215.0,2.425876010781672,14.487870619946092,36
New York,448,550579.0,50450.0,6.630575213128825,22.55343308403109,14832
North Carolina,448,70917.0,452.0,2.6600461074658632,8.015605603830467,150
North Dakota,448,11704.0,45.0,2.2900763358778624,11.450381679389313,9
Ohio,448,74840.0,2331.0,4.837176135013073,27.703826955074874,407
Oklahoma,448,30899.0,528.0,5.557912600763682,22.40135765803988,131
Oregon,448,34938.0,414.0,3.6866359447004617,23.847926267281107,64
Pennsylvania,448,141470.0,2512.0,2.976148347370656,8.889518012598204,841
Rhode Island,448,28064.0,331.0,2.4652876168886366,9.379427599886654,87
South Carolina,448,34733.0,675.0,2.8237089799033326,17.171203256168912,111
South Dakota,448,10550.0,55.0,0.5339435545385202,4.195270785659802,7
Tennessee,448,85049.0,691.0,2.1333333333333333,10.839215686274507,136
Texas,448,158547.0,1459.0,2.4531879592320456,8.645413605119696,414
Utah,448,49678.0,238.0,0.7454342154304883,8.87066716362281,20
Vermont,448,11507.0,58.0,4.263565891472869,7.493540051679586,33
Virginia,448,46444.0,1337.0,3.0193061402235446,19.407751487879228,208
Washington,448,124283.0,595.0,5.236501763588677,5.381206475535859,579
West Virginia,448,18306.0,85.0,1.6483516483516485,11.675824175824175,12
Wisconsin,448,44849.0,1121.0,5.0838709677419365,28.929032258064517,197
Wyoming,448,6427.0,43.0,0.6756756756756757,14.527027027027025,2
Alabama,451,37848.0,594.0,3.2378035440822583,12.994968278276088,148
Alaska,451,9450.0,36.0,2.912621359223301,11.650485436893206,9
Arizona,451,49230.0,566.0,3.746397694524496,12.547107071602747,169
Arkansas,451,23494.0,83.0,2.182890855457228,4.896755162241887,37
California,451,258800.0,4892.0,3.5566073327159864,16.778132180951406,1037
Colorado,451,41830.0,1693.0,4.280289955125991,19.479921758140605,372
Connecticut,451,55462.0,1946.0,6.163364864060919,11.577131298709025,1036
Delaware,451,13350.0,209.0,2.6327147173068624,9.02028485110056,61
Florida,451,234837.0,3665.0,2.9282281190678137,14.802698008804883,725
Georgia,451,71684.0,3324.0,3.780388507618937,19.332325229731303,650
Hawaii,451,21857.0,45.0,1.6635859519408502,8.317929759704251,9
Idaho,451,16183.0,148.0,2.54816656308266,9.198259788688627,41
Illinois,451,130163.0,4454.0,4.104721154543476,16.15055479005004,1132
Indiana,451,54785.0,6250.044184664157,5.14083119952728,12.197143557011517,522
Iowa,451,21792.0,183.0,2.7444253859348198,7.847341337907376,64
Kansas,451,16901.0,375.0,4.739884393063584,21.676300578034677,82
Kentucky,451,29747.0,971.0,5.4321966693100725,38.501189532117365,137
Louisiana,451,131987.0,1868.0,5.24699368457479,8.08028376157107,1213
Maine,451,14903.0,133.0,3.5066505441354288,16.08222490931076,29
Maryland,451,62009.0,2612.0,2.886277220877981,22.57172485309368,334
Massachusetts,451,148744.0,3729.0,3.6189756409511076,10.839486076390907,1245
Michigan,451,98959.0,3674.0,7.4176464710388705,12.23728474835959,2227
Minnesota,451,43053.0,518.0,5.36231884057971,25.02415458937198,111
Mississippi,451,38584.0,736.0,3.691009754811495,19.404165568151857,140
Missouri,451,51717.0,1043.0,3.4258052504189163,19.41910258797245,184
Montana,451,10244.0,54.0,1.8957345971563984,12.796208530805687,8
Nebraska,451,13104.0,6250.044184664157,2.25140712945591,12.197143557011517,24
Nevada,451,29762.0,6250.044184664157,4.029511918274688,12.197143557011517,142
New Hampshire,451,12708.0,190.0,2.8749028749028747,14.763014763014764,37
New Jersey,451,157449.0,8011.0,4.893777001796933,10.20938738578001,3840
New Mexico,451,34488.0,230.0,2.7551659361302443,14.402003757044456,44
New York,451,550579.0,52424.0,7.428977827118306,22.73403383391805,17131
North Carolina,451,72981.0,429.0,2.9280397022332507,7.096774193548387,177
North Dakota,451,12342.0,47.0,2.2900763358778624,11.959287531806615,9
Ohio,451,77677.0,2424.0,4.589875919622268,26.616888108048755,418
Oklahoma,451,33620.0,528.0,5.517241379310343,21.419878296146052,136
Oregon,451,36321.0,427.0,3.92156862745098,23.92156862745098,70
Pennsylvania,451,147373.0,2603.0,3.081504282655246,8.709180942184155,921
Rhode Island,451,30761.0,331.0,2.8249940148431887,7.924347617907588,118
South Carolina,451,36284.0,675.0,2.829958526469871,16.467431080751403,116
South Dakota,451,11062.0,63.0,0.4961020552799433,4.4649184975194895,7
Tennessee,451,87273.0,711.0,2.251317260098994,11.352387034967267,141
Texas,451,169536.0,1522.0,2.526752199002745,8.527088352288644,451
Utah,451,55771.0,244.0,0.8234872896527032,8.736126029359111,23
Vermont,451,12116.0,32.0,4.492939666238769,4.10783055198973,35
Virginia,451,48997.0,1308.0,3.0837004405286343,17.460953143772528,231
Washington,451,128900.0,622.0,5.235738473560823,5.400711990969871,603
West Virginia,451,18681.0,85.0,2.064516129032258,10.967741935483868,16
Wisconsin,451,46410.0,1153.0,5.0826548235874665,28.44806316308907,206
Wyoming,451,6427.0,43.0,0.6557377049180327,14.098360655737705,2
Alabama,454,42538.0,620.0,3.2470288624787766,13.157894736842106,153
Alaska,454,9655.0,39.0,2.8662420382165603,12.420382165605098,9
Arizona,454,51045.0,566.0,3.8103302286198137,11.981371718882306,180
Arkansas,454,24141.0,291.0,2.178899082568808,16.68577981651376,38
California,454,251614.0,4892.0,3.73880817290348,16.044078580564758,1140
Colorado,454,43307.0,1755.0,4.299767878854868,19.39869570023212,389
Connecticut,454,55462.0,1946.0,6.188034188034187,11.08831908831909,1086
Delaware,454,14017.0,224.0,2.639873916469661,8.825847123719463,67
Florida,454,246527.0,3842.0,2.9342538835713166,15.07139494743449,748
Georgia,454,74208.0,3420.0,3.808930895919407,19.355934121908426,673
Hawaii,454,22343.0,48.0,1.5679442508710801,8.362369337979095,9
Idaho,454,16609.0,151.0,2.598187311178248,9.123867069486405,43
Illinois,454,137404.0,4340.0,4.3175582990397805,14.883401920438958,1259
Indiana,454,56873.0,6250.044184664157,5.121699088431538,12.197143557011517,545
Iowa,454,22947.0,193.0,2.9446876243533624,7.6800636689216075,74
Kansas,454,17676.0,383.0,4.667764964305327,21.03239978034048,85
Kentucky,454,30596.0,1008.0,5.319541928333949,37.23679349833764,144
Louisiana,454,137999.0,1761.0,5.373197625106021,7.468193384223919,1267
Maine,454,14923.0,136.0,3.7780401416765055,16.056670602125152,32
Maryland,454,65370.0,2757.0,3.4155443777381147,22.367353561577158,421
Massachusetts,454,156806.0,3729.0,3.8601121741999336,10.252391949851534,1404
Michigan,454,99727.0,3634.0,7.49569679451788,11.802149978889934,2308
Minnesota,454,44268.0,561.0,5.4775916704391125,25.39610683567225,121
Mississippi,454,38765.0,782.0,3.824861600402617,19.677906391545047,152
Missouri,454,53759.0,875.0,3.5310987632192146,15.683814303638645,197
Montana,454,10569.0,55.0,2.347417840375587,12.910798122065728,10
Nebraska,454,13677.0,6250.044184664157,1.9215372297838271,12.197143557011517,24
Nevada,454,30751.0,6250.044184664157,4.164368450082737,12.197143557011517,151
New Hampshire,454,12852.0,190.0,2.831594634873324,14.157973174366616,38
New Jersey,454,162536.0,7718.0,4.998771800540409,9.479243429132893,4070
New Mexico,454,35613.0,242.0,2.947719688542825,13.459399332591767,53
New York,454,596532.0,54339.0,7.310766532071224,22.480886344078908,17671
North Carolina,454,76211.0,388.0,2.9551201011378003,6.131479140328697,187
North Dakota,454,12963.0,47.0,1.7045454545454546,8.901515151515152,9
Ohio,454,78758.0,2519.0,4.41205243592252,24.642927020152612,451
Oklahoma,454,35536.0,541.0,5.517241379310343,21.947261663286003,136
Oregon,454,37583.0,449.0,3.904555314533624,24.349240780911064,72
Pennsylvania,454,153965.0,2613.0,3.292051055225578,8.255402502211549,1042
Rhode Island,454,32826.0,331.0,3.050545535515476,7.370296147851257,137
South Carolina,454,38833.0,776.0,2.8013182674199624,18.26741996233521,119
South Dakota,454,11660.0,68.0,0.4539559014267186,4.409857328145267,7
Tennessee,454,90586.0,719.0,2.1551069965093337,10.912126271057826,142
Texas,454,176239.0,1321.0,2.5449101796407185,7.062660393498716,476
Utah,454,59944.0,251.0,0.8570449091532396,8.604730887898526,25
Vermont,454,12566.0,56.0,4.732254047322541,6.973848069738481,38
Virginia,454,51931.0,1307.0,3.203774990686701,16.229976406308207,258
Washington,454,131627.0,518.0,5.205502717391305,4.398777173913044,613
West Virginia,454,19440.0,83.0,2.0382165605095537,10.573248407643312,16
Wisconsin,454,48161.0,1176.0,5.048821147892356,28.00666825434628,212
Wyoming,454,6522.0,50.0,0.6472491909385113,16.181229773462785,2
Alabama,457,45712.0,641.0,3.2119476268412437,13.113747954173489,157
Alaska,457,9895.0,37.0,2.8213166144200628,11.598746081504702,9
Arizona,457,52990.0,631.0,3.729981755524022,12.791404824650314,184
Arkansas,457,24209.0,291.0,2.18978102189781,16.339135317237506,39
California,457,280900.0,4731.0,3.7447106359963085,15.05201870764532,1177
Colorado,457,44606.0,1797.0,4.316546762589929,18.468653648509765,420
Connecticut,457,58213.0,1938.0,6.274356975837881,10.789444382585456,1127
Delaware,457,14794.0,249.0,2.639873916469661,9.810874704491725,67
Florida,457,256079.0,3930.0,2.9414000152010336,14.935015581059512,774
Georgia,457,79933.0,3464.0,3.7538932298781487,18.927927435659253,687
Hawaii,457,23470.0,51.0,1.7241379310344829,8.793103448275861,10
Idaho,457,16869.0,151.0,2.6378896882494005,9.052757793764988,44
Illinois,457,143318.0,4314.0,4.249431762031821,14.210890404190135,1290
Indiana,457,61142.0,6250.044184664157,5.012933725805013,12.197143557011517,562
Iowa,457,24550.0,198.0,2.584424534803584,6.8228807718814615,75
Kansas,457,18130.0,390.0,4.881889763779528,20.47244094488189,93
Kentucky,457,32225.0,1059.0,4.9324324324324325,35.777027027027025,146
Louisiana,457,141504.0,1748.0,5.4162487462387165,7.305249080575058,1296
Maine,457,14943.0,136.0,3.92156862745098,15.68627450980392,34
Maryland,457,67891.0,2886.0,3.5883863937105938,22.46438857320776,461
Massachusetts,457,162241.0,3729.0,4.480394989101032,9.793313548861518,1706
Michigan,457,109661.0,3403.0,7.608834012219959,10.829302443991851,2391
Minnesota,457,45716.0,574.0,5.687606112054329,24.363327674023772,134
Mississippi,457,39065.0,808.0,3.720168460458587,18.905007019185774,159
Missouri,457,53909.0,875.0,3.4650879331359916,15.235939404492425,199
Montana,457,10898.0,55.0,2.3094688221709005,12.702078521939955,10
Nebraska,457,14575.0,6250.044184664157,1.899592944369064,12.197143557011517,28
Nevada,457,31598.0,6250.044184664157,4.238197424892704,12.197143557011517,158
New Hampshire,457,13424.0,192.0,2.7338129496402885,13.81294964028777,38
New Jersey,457,170688.0,7494.0,5.113656346349983,8.785360077841995,4362
New Mexico,457,36632.0,258.0,2.9810298102981028,13.983739837398375,55
New York,457,617555.0,55723.0,7.383733833706597,22.48572523858524,18298
North Carolina,457,78772.0,465.0,3.0298439630359035,7.044387214058478,200
North Dakota,457,13630.0,51.0,1.5384615384615383,8.717948717948719,9
Ohio,457,86989.0,2565.0,4.059644888812274,22.108257197034998,471
Oklahoma,457,35565.0,541.0,5.453837164004675,21.07518504090378,140
Oregon,457,39038.0,456.0,3.8743455497382198,23.874345549738216,74
Pennsylvania,457,158854.0,2634.0,3.8781836970396935,8.005592365205763,1276
Rhode Island,457,34699.0,331.0,3.1874203144921376,7.033574160645982,150
South Carolina,457,40480.0,776.0,2.7416038382453736,17.72903815398675,120
South Dakota,457,12062.0,74.0,0.4281345565749236,4.525993883792049,7
Tennessee,457,97098.0,724.0,2.0933521923620932,10.24045261669024,148
Texas,457,182710.0,1471.0,2.544132917964694,7.637590861889928,490
Utah,457,63555.0,259.0,0.8797653958944281,8.439231019876182,27
Vermont,457,12726.0,53.0,4.674046740467404,6.519065190651907,38
Virginia,457,54733.0,1422.0,3.2428002809646452,16.64715523296652,277
Washington,457,135706.0,586.0,5.189718482252142,4.78172174622603,636
West Virginia,457,20031.0,72.0,2.02247191011236,8.089887640449438,18
Wisconsin,457,49669.0,1190.0,5.062126092959042,27.38150023009664,220
Wyoming,457,7281.0,50.0,0.6389776357827476,15.974440894568687,2
Alabama,460,45900.0,641.0,3.2092931679464463,12.620594605237253,163
