ForecastID,Confirmed,Deaths
165,45002,462
166,50834,959
167,150542,5052
168,4600,135
169,110709,3785
170,129507,9096
171,115406,6753
172,78806,1891
173,85596,2560
174,90596,1572
175,7696,109
176,35197,409
177,71084,1358
178,7348,435
179,193101,15935
180,25909,797
181,437341,33023
182,173817,2786
183,12756,147
184,127294,4214
185,61519,816
186,27783,478
187,141524,7699
188,22293,1049
189,122614,2828
190,15059,172
191,160651,1833
192,650742,13277
193,53583,420
194,1651,58
195,124234,2637
196,76687,1953
197,10752,230
198,78082,1142
199,3946,38
200,132463,2269
201,5437,39
202,204005,5215
203,63969,869
204,743687,13519
205,58780,1961
206,53567,4467
207,17800,612
208,636569,11734
209,279881,5940
210,9596,89
211,33527,383
212,246064,8313
213,99120,3340
214,67768,1155
215,45695,465
216,51749,965
217,151307,5074
218,4628,135
219,111303,3788
220,130084,9116
221,116024,6761
222,79507,1897
223,86323,2591
224,91843,1578
225,7763,111
226,35415,413
227,71661,1371
228,7378,436
229,193428,16063
230,26029,802
231,437658,33023
232,175295,2803
233,13023,148
234,128303,4250
235,62204,820
236,27985,484
237,142177,7715
238,22479,1048
239,123524,2854
240,15498,174
241,161972,1852
242,655363,13393
243,53976,423
244,1657,58
245,125064,2651
246,77077,1960
247,10899,233
248,78647,1148
249,3962,38
250,133680,2280
251,5477,39
252,204515,5240
253,64558,883
254,748965,13624
255,59123,1964
256,53633,4466
257,17873,612
258,639625,11826
259,281565,5990
260,9839,94
261,33780,391
262,247878,8321
263,100148,3357
264,68287,1162
265,46238,467
266,52401,970
267,151915,5088
268,4651,136
269,111885,3801
270,130379,9128
271,116670,6770
272,80218,1903
273,86931,2614
274,92991,1586
275,7825,114
276,35670,414
277,72052,1385
278,7400,438
279,193830,16048
280,26153,806
281,438262,33042
282,176720,2823
283,13296,149
284,129283,4271
285,62890,825
286,28248,489
287,142842,7735
288,22558,1048
289,124415,2877
290,15939,175
291,163568,1879
292,659624,13526
293,54361,426
294,1662,58
295,125981,2671
296,77588,1970
297,11039,236
298,79292,1154
299,3990,38
300,134888,2290
301,5520,39
302,205086,5283
303,65129,898
304,756988,13748
305,59369,1966
306,53779,4462
307,17980,611
308,642591,11928
309,283384,6047
310,10074,98
311,34064,401
312,249719,8338
313,101147,3374
314,69039,1170
315,46957,471
316,53062,976
317,152708,5117
318,4677,136
319,112458,3810
320,130655,9141
321,117262,6768
322,80880,1907
323,87561,2638
324,94216,1593
325,7892,114
326,35945,416
327,72516,1400
328,7412,439
329,194193,16067
330,26281,811
331,438775,33048
332,178340,2847
333,13540,150
334,130281,4291
335,63559,830
336,28450,494
337,143548,7765
338,22638,1048
339,125336,2903
340,16420,176
341,165028,1894
342,663991,13643
343,54751,430
344,1669,58
345,126857,2688
346,78067,1980
347,11176,239
348,79988,1161
349,4032,38
350,135946,2308
351,5558,40
352,205607,5315
353,65496,917
354,761520,13839
355,59681,1970
356,53888,4459
357,18034,610
358,645680,12029
359,285347,6108
360,10333,102
361,34325,406
362,251477,8343
363,102151,3382
364,70233,1179
365,47604,474
366,53681,981
367,153328,5137
368,4696,137
369,113041,3816
370,130933,9153
371,117940,6775
372,81556,1905
373,88205,2661
374,95434,1603
375,7950,115
376,36206,420
377,73061,1415
378,7444,440
379,194466,16066
380,26424,817
381,439589,33087
382,180072,2870
383,13783,150
384,131406,4315
385,64220,837
386,28719,497
387,144176,7780
388,22732,1049
389,126220,2936
390,17078,178
391,166332,1915
392,668825,13766
393,55137,433
394,1675,58
395,127809,2700
396,78538,1987
397,11306,244
398,80593,1167
399,4071,38
400,137184,2327
401,5598,40
402,205827,5347
403,66145,931
404,767360,13945
405,60004,1973
406,53976,4455
407,18119,610
408,648557,12143
409,287096,6162
410,10582,106
411,34634,411
412,253594,8364
413,103124,3392
414,70918,1188
415,48222,475
416,54250,986
417,154193,5166
418,4716,137
419,113616,3821
420,131296,9160
421,118903,6799
422,82304,1916
423,88809,2678
424,96655,1612
425,8007,116
426,36451,422
427,73603,1427
428,7461,441
429,194677,16075
430,26586,821
431,440227,33095
432,181572,2886
433,14045,152
434,132508,4327
435,64858,841
436,28981,501
437,144877,7798
438,22797,1051
439,127163,2965
440,17690,179
441,167919,1940
442,674377,13892
443,55518,436
444,1679,58
445,128658,2714
446,79003,1997
447,11442,246
448,81220,1173
449,4122,38
450,138320,2352
451,5635,40
452,206509,5387
453,66711,948
454,771598,14027
455,60283,1977
456,54165,4455
457,18255,614
458,651853,12240
459,288930,6202
460,10833,111
461,34909,416
462,255385,8372
463,104098,3400
464,71502,1194
465,48856,478
466,54987,990
467,154549,5194
468,4743,138
469,114214,3842
470,131656,9162
471,119299,6797
472,82988,1923
473,89440,2700
474,97882,1636
475,8069,118
476,36726,425
477,74063,1441
478,7487,442
479,194997,16069
480,26709,826
481,440934,33153
482,183286,2904
483,14274,153
484,133637,4338
485,65530,847
486,29215,506
487,145552,7811
488,22888,1050
489,128067,2991
490,18354,180
491,169250,1962
492,679405,14012
493,55953,439
494,1688,58
495,129636,2731
496,79585,2006
497,11570,252
498,81868,1177
499,4140,38
500,139724,2364
501,5666,40
502,207315,5425
503,67235,965
504,777970,14130
505,60542,1977
506,54180,4457
507,18298,614
508,655225,12347
509,290868,6272
510,11069,117
511,35166,421
512,257213,8376
513,105073,3408
514,72113,1202
515,49379,481
516,55642,995
517,155326,5213
518,4765,138
519,114776,3848
520,131809,9168
521,120071,6804
522,83623,1930
523,90038,2718
524,99006,1643
525,8134,119
526,36976,426
527,74507,1451
528,7496,443
529,195298,16054
530,26837,829
531,441638,33170
532,184817,2924
533,14546,154
534,134702,4368
535,66200,854
536,29453,510
537,146131,7825
538,22941,1050
539,128997,3023
540,19045,181
541,170774,1992
542,683993,14188
543,56351,441
544,1696,58
545,130641,2744
546,80110,2010
547,11692,253
548,82402,1182
549,4167,39
550,140946,2382
551,5707,40
552,207983,5466
553,67890,982
554,784053,14232
555,60810,1983
556,54402,4451
557,18376,615
558,658258,12459
559,292785,6338
560,11314,123
561,35475,426
562,258935,8387
563,106033,3413
564,72560,1209
565,50043,483
566,56256,1001
567,156027,5241
568,4786,138
569,115325,3851
570,132182,9185
571,120659,6803
572,84253,1938
573,90785,2742
574,100299,1656
575,8195,120
576,37208,430
577,74983,1466
578,7517,444
579,195628,16044
580,26961,836
581,442307,33206
582,186298,2947
583,14852,155
584,135597,4396
585,66995,860
586,29623,517
587,146766,7841
588,23133,1053
589,129988,3045
590,19728,183
591,172461,2009
592,687622,14307
593,56704,445
594,1702,58
595,131594,2759
596,80578,2019
597,11827,255
598,83120,1190
599,4204,40
600,142275,2401
601,5744,41
602,208564,5499
603,68448,1000
604,788455,14331
605,61065,1986
606,54516,4453
607,18455,616
608,661596,12559
609,294786,6400
610,11571,130
611,35807,432
612,260803,8394
613,107037,3423
614,73186,1217
615,50672,486
616,56982,1008
617,156571,5261
618,4805,139
619,115984,3859
620,132387,9192
621,121187,6808
622,84915,1943
623,91448,2761
624,101427,1663
625,8250,123
626,37462,433
627,75471,1481
628,7535,445
629,195815,16036
630,27138,841
631,442856,33223
632,187972,2968
633,15173,155
634,136724,4416
635,67837,864
636,29901,521
637,147478,7853
638,23234,1053
639,130935,3068
640,20501,184
641,173989,2031
642,691362,14474
643,57062,449
644,1708,58
645,132597,2776
646,81133,2031
647,11965,257
648,83777,1194
649,4222,40
650,143447,2412
651,5783,41
652,209038,5528
653,69072,1021
654,794079,14433
655,61327,1991
656,54601,4454
657,18502,615
658,665510,12661
659,296700,6461
660,11818,136
661,36094,438
662,262426,8408
663,108042,3441
664,73733,1224
665,51360,489
666,57593,1013
667,157111,5290
668,4827,140
669,116599,3864
670,132584,9199
671,121651,6802
672,85528,1951
673,92288,2786
674,102641,1668
675,8304,124
676,37677,436
677,76023,1494
678,7556,445
679,196105,16043
680,27289,846
681,443651,33245
682,189608,2993
683,15479,156
684,137725,4436
685,68603,869
686,30184,526
687,148173,7867
688,23337,1052
689,131924,3103
690,21343,185
691,175567,2069
692,696104,14590
693,57500,451
694,1713,58
695,133465,2787
696,81571,2040
697,12090,262
698,84438,1200
699,4267,41
700,144714,2433
701,5812,42
702,209910,5563
703,69643,1040
704,802379,14555
705,61678,1996
706,54736,4455
707,18603,621
708,669308,12769
709,298672,6531
710,12077,144
711,36372,441
712,264329,8414
713,109086,3449
714,74241,1230
715,52014,492
716,58250,1021
717,157777,5318
718,4853,140
719,117249,3876
720,132921,9209
721,122486,6805
722,86203,1957
723,92949,2804
724,103860,1674
725,8368,125
726,37907,440
727,76516,1508
728,7574,446
729,196487,16040
730,27446,851
731,444356,33261
732,191143,3009
733,15790,158
734,138753,4453
735,69270,875
736,30435,530
737,148877,7882
738,23399,1052
739,132865,3128
740,22262,187
741,176927,2082
742,700247,14704
743,57862,455
744,1719,58
745,134278,2798
746,82115,2047
747,12213,267
748,85069,1206
749,4277,41
750,145934,2452
751,5846,43
752,210463,5613
753,70166,1059
754,806545,14621
755,61973,1996
756,54804,4452
757,18674,621
758,672666,12881
759,300602,6589
760,12333,150
761,36660,444
762,266036,8427
763,110066,3453
764,74668,1237
765,52592,495
766,58820,1027
767,158290,5338
768,4869,141
769,117955,3881
770,133138,9212
771,122978,6806
772,86828,1961
773,93643,2824
774,105061,1679
775,8416,125
776,38123,442
777,76937,1519
778,7589,447
779,196714,16018
780,27585,854
781,444907,33308
782,192896,3029
783,16081,159
784,139730,4468
785,69999,880
786,30690,535
787,149455,7899
788,23441,1052
789,133824,3155
790,23188,188
791,178312,2098
792,705152,14804
793,58250,459
794,1727,58
795,135195,2816
796,82676,2058
797,12345,270
798,85676,1211
799,4307,41
800,147319,2468
801,5883,43
802,211115,5662
803,70677,1076
804,813325,14736
805,62257,1999
806,55138,4451
807,18756,621
808,676401,12995
809,302654,6648
810,12593,159
811,36980,449
812,267871,8448
813,111089,3457
814,75129,1247
815,53290,497
816,59764,1034
817,159087,5359
818,4896,142
819,118588,3884
820,133682,9230
821,123554,6814
822,87453,1967
823,94355,2849
824,106269,1683
825,8472,127
826,38344,445
827,77540,1532
828,7620,448
829,197013,16145
830,27720,858
831,445193,33313
832,194414,3046
833,16372,160
834,140755,4492
835,70595,884
836,30890,541
837,150111,7916
838,23647,1051
839,134745,3180
840,24196,189
841,179654,2118
842,709560,14915
843,58657,462
844,1732,58
845,136011,2830
846,83083,2064
847,12482,272
848,86246,1217
849,4324,42
850,148463,2479
851,5923,45
852,211832,5690
853,71258,1096
854,818415,14841
855,62589,2002
856,55203,4449
857,18831,620
858,680444,13104
859,304420,6722
860,12867,167
861,37253,458
862,269643,8452
863,112144,3474
864,75650,1254
865,53893,500
866,60460,1039
867,159714,5372
868,4916,142
869,119213,3897
870,133938,9240
871,124151,6824
872,88059,1973
873,95017,2882
874,107377,1694
875,8527,130
876,38597,447
877,77955,1546
878,7640,449
879,197386,16125
880,27862,863
881,445795,33333
882,195874,3065
883,16708,161
884,141747,4507
885,71286,891
886,31149,547
887,150779,7936
888,23724,1050
889,135694,3204
890,25247,190
891,181266,2148
892,713882,15047
893,59057,466
894,1737,58
895,136915,2850
896,83622,2074
897,12620,277
898,86903,1224
899,4353,42
900,149813,2488
901,5967,46
902,212531,5735
903,71851,1119
904,825712,14965
905,62860,2003
906,55366,4444
907,18938,619
908,684242,13216
909,306321,6776
910,13134,176
911,37549,468
912,271384,8465
913,113169,3491
914,76411,1262
915,54603,504
916,61162,1044
917,160506,5400
918,4941,143
919,119826,3907
920,134189,9252
921,124703,6822
922,88639,1977
923,95716,2914
924,108549,1703
925,8587,131
926,38863,449
927,78444,1561
928,7648,450
929,197726,16142
930,28005,868
931,446288,33344
932,197543,3088
933,17030,162
934,142721,4540
935,71971,898
936,31334,552
937,151496,7966
938,23804,1050
939,136628,3230
940,26383,191
941,182764,2164
942,718360,15165
943,59463,469
944,1744,58
945,137779,2867
946,84117,2084
947,12763,280
948,87616,1231
949,4396,42
950,150998,2507
951,6005,46
952,213235,5768
953,72282,1138
954,830085,15058
955,63177,2007
956,55488,4440
957,18993,618
958,688113,13325
959,308370,6846
960,13425,186
961,37827,474
962,273093,8467
963,114199,3499
964,77632,1271
965,55303,507
966,61840,1049
967,161123,5419
968,4962,143
969,120443,3912
970,134432,9263
971,125352,6830
972,89307,1978
973,96370,2937
974,109713,1711
975,8640,132
976,39117,453
977,79013,1575
978,7682,451
979,197996,16137
980,28160,874
981,447113,33393
982,199284,3111
983,17389,162
984,143818,4567
985,72664,906
986,31575,555
987,152115,7982
988,23907,1050
989,137516,3263
990,27758,192
991,184105,2186
992,722908,15289
993,59863,472
994,1749,58
995,138721,2879
996,84597,2092
997,12891,286
998,88245,1237
999,4436,42
1000,152250,2525
1001,6045,46
1002,213649,5803
1003,72970,1159
1004,835634,15164
1005,63490,2010
1006,55598,4435
1007,19081,618
1008,691610,13434
1009,310205,6910
1010,13705,197
1011,38144,480
1012,275113,8484
1013,115198,3510
1014,78330,1280
1015,55942,508
1016,62481,1055
1017,162040,5447
1018,4982,144
1019,121049,3917
1020,134759,9270
1021,126342,6852
1022,90010,1988
1023,96993,2954
1024,110881,1722
1025,8692,133
1026,39355,455
1027,79577,1588
1028,7701,452
1029,198225,16143
1030,28337,878
1031,447747,33404
1032,200817,3127
1033,17752,164
1034,144880,4587
1035,73342,911
1036,31845,560
1037,152793,7999
1038,23978,1052
1039,138560,3292
1040,29133,194
1041,185722,2212
1042,728202,15414
1043,60259,476
1044,1754,58
1045,139560,2893
1046,85068,2101
1047,13040,288
1048,88894,1243
1049,4489,42
1050,153492,2551
1051,6082,46
1052,214487,5844
1053,73581,1181
1054,839752,15247
1055,63783,2014
1056,55747,4434
1057,19219,621
1058,695617,13542
1059,312124,6978
1060,13989,208
1061,38432,485
1062,276838,8489
1063,116198,3518
1064,78918,1286
1065,56617,511
1066,63270,1059
1067,162465,5475
1068,5016,144
1069,121678,3937
1070,135086,9270
1071,126801,6851
1072,90679,1993
1073,97662,2974
1074,112054,1747
1075,8750,135
1076,39627,458
1077,80058,1601
1078,7729,453
1079,198542,16133
1080,28472,882
1081,448479,33476
1082,202513,3145
1083,18120,165
1084,145990,4658
1085,74165,918
1086,32086,565
1087,153450,8013
1088,24049,1050
1089,139562,3318
1090,30618,195
1091,187084,2234
1092,733405,15531
1093,60708,478
1094,1763,58
1095,140527,2910
1096,85663,2110
1097,13176,297
1098,89561,1247
1099,4505,42
1100,154912,2563
1101,6113,47
1102,215407,5884
1103,74107,1202
1104,845314,15349
1105,64070,2014
1106,55765,4436
1107,19263,621
1108,699748,13632
1109,314092,7031
1110,14257,219
1111,38696,489
1112,278593,8489
1113,117199,3524
1114,79535,1293
1115,57216,514
1116,63936,1064
1117,163103,5493
1118,5038,145
1119,122272,3943
1120,135220,9275
1121,127474,6860
1122,91298,1999
1123,98288,2991
1124,113129,1754
1125,8811,135
1126,39874,459
1127,80525,1611
1128,7737,453
1129,198833,16115
1130,28612,886
1131,449181,33495
1132,204098,3164
1133,18457,166
1134,147066,4619
1135,74882,924
1136,32330,570
1137,154025,8027
1138,24091,1050
1139,140559,3350
1140,32191,196
1141,188625,2262
1142,737599,15702
1143,61120,480
1144,1770,58
1145,141522,2923
1146,86208,2115
1147,13305,297
1148,90106,1252
1149,4533,42
1150,156100,2580
1151,6154,47
1152,216180,5926
1153,74726,1223
1154,851291,15450
1155,64363,2020
1156,56037,4429
1157,19342,621
1158,703543,13736
1159,316051,7082
1160,14533,234
1161,39012,493
1162,280271,8497
1163,118184,3530
1164,79984,1301
1165,57888,516
1166,64554,1069
1167,163875,5521
1168,5058,145
1169,122853,3946
1170,135611,9289
1171,128077,6859
1172,91887,2005
1173,98973,3017
1174,114381,1767
1175,8869,136
1176,40105,463
1177,81024,1626
1178,7758,454
1179,199158,16101
1180,28751,892
1181,449858,33539
1182,205621,3187
1183,18779,167
1184,147952,4639
1185,75634,929
1186,32499,575
1187,154651,8043
1188,24299,1052
1189,141558,3372
1190,33816,197
1191,190342,2277
1192,741018,15818
1193,61486,484
1194,1776,58
1195,142466,2938
1196,86702,2124
1197,13445,299
1198,90815,1261
1199,4568,43
1200,157458,2600
1201,6191,47
1202,216893,5960
1203,75292,1245
1204,855519,15549
1205,64629,2022
1206,56154,4430
1207,19424,622
1208,707584,13837
1209,318106,7146
1210,14822,247
1211,39354,498
1212,282083,8500
1213,119213,3539
1214,80611,1309
1215,58553,519
1216,65313,1077
1217,164417,5540
1218,5076,145
1219,123542,3954
1220,135801,9295
1221,128604,6864
1222,92520,2010
1223,99642,3036
1224,115464,1774
1225,8921,139
1226,40358,466
1227,81533,1641
1228,7776,455
1229,199343,16090
1230,28940,898
1231,450397,33560
1232,207322,3207
1233,19156,168
1234,149070,4659
1235,76497,933
1236,32778,580
1237,155356,8055
1238,24406,1052
1239,142546,3396
1240,35606,198
1241,191897,2298
1242,744607,15983
1243,61856,487
1244,1783,58
1245,143460,2955
1246,87270,2135
1247,13586,301
1248,91483,1265
1249,4586,43
1250,158648,2611
1251,6230,48
1252,217496,5991
1253,75914,1270
1254,860939,15651
1255,64913,2027
1256,56243,4431
1257,19472,621
1258,712159,13939
1259,320075,7198
1260,15101,261
1261,39651,505
1262,283640,8511
1263,120243,3557
1264,81158,1316
1265,59270,522
1266,65955,1082
1267,164956,5568
1268,5097,146
1269,124185,3959
1270,135969,9300
1271,129078,6858
1272,93101,2018
1273,100494,3061
1274,116633,1779
1275,8972,140
1276,40573,469
1277,82107,1654
1278,7797,456
1279,199628,16093
1280,29102,903
1281,451204,33586
1282,208985,3232
1283,19523,168
1284,150060,4676
1285,77222,937
1286,33064,585
1287,156044,8069
1288,24505,1050
1289,143573,3430
1290,37540,200
1291,193501,2334
1292,749212,16098
1293,62307,489
1294,1788,58
1295,144320,2966
1296,87723,2144
1297,13715,306
1298,92154,1271
1299,4631,44
